iid,counter
475,"{'1187': 1, '2395': 2, '1185': 1, '590': 2, '194': 1, '1061': 2, '2391': 2, '1060': 2, '350': 1, '2426': 1, '1215': 1, '2700': 1, '1610': 2, '1730': 1, '2302': 1, '994': 1, '1179': 2, '2268': 1, '358': 1, '1210': 1, '515': 2, '1619': 2, '916': 1, '11': 2, '919': 1, '16': 2, '17': 1, '2166': 1, '1594': 1, '1350': 1, '3253': 1, '3252': 1, '3098': 1, '2283': 1, '482': 1, '364': 1, '3129': 1, '1589': 1, '3128': 1, '521': 1, '2313': 1, '125': 1, '2312': 2, '3809': 1, '645': 1, '1584': 1, '800': 2, '527': 1, '2959': 3, '529': 3, '806': 1, '21': 1, '2573': 1, '1362': 1, '2692': 1, '2174': 1, '493': 1, '2291': 1, '1358': 2, '377': 1, '1357': 3, '1236': 1, '1354': 1, '3499': 1, '2321': 1, '535': 1, '3894': 1, '778': 2, '1517': 1, '32': 1, '36': 3, '3035': 1, '2067': 1, '1374': 1, '2583': 1, '2065': 1, '1095': 2, '2580': 1, '1094': 1, '265': 1, '2612': 1, '1885': 1, '1643': 1, '1246': 1, '147': 1, '2333': 1, '3267': 1, '307': 1, '428': 1, '2070': 1, '47': 1, '150': 2, '272': 1, '151': 1, '2194': 1, '2071': 2, '3160': 1, '2348': 1, '2502': 1, '2501': 2, '553': 1, '314': 2, '556': 1, '832': 1, '678': 1, '2908': 2, '1537': 1, '58': 1, '3178': 1, '1393': 2, '161': 2, '163': 1, '164': 1, '1788': 1, '1028': 1, '2117': 1, '3204': 1, '1268': 1, '1785': 1, '2357': 1, '1300': 1, '1265': 1, '60': 1, '848': 1, '1946': 1, '1704': 2, '1307': 1, '2133': 1, '1682': 1, '296': 2, '2248': 1, '2127': 1, '1950': 3, '1277': 1, '457': 1, '1719': 1, '3699': 1, '1959': 1, '2926': 1, '1957': 1, '1836': 1, '2648': 1, '3079': 1, '180': 1, '1173': 1, '1293': 1, '1291': 1, '1721': 2, '1963': 1, '2138': 1, '3502': 1, '3105': 2, '345': 1, '1840': 1, '1201': 1, '104': 1, '1289': 1, '866': 1, '506': 1, '507': 1, '628': 1, '509': 2}"
613,"{'1088': 1, '590': 1, '293': 1, '272': 1, '3580': 1, '2108': 1, '1457': 1, '3459': 1, '3414': 1, '2424': 1, '356': 1, '555': 1, '237': 1, '3114': 1, '1177': 1, '3751': 1, '539': 2, '94': 1, '2506': 1, '2704': 1, '11': 1, '2485': 1, '2067': 1, '2065': 1, '2340': 1, '2020': 1, '1370': 1, '2283': 1, '562': 1, '2558': 1, '2316': 1, '2997': 1, '1027': 1, '4': 1, '2313': 1, '1366': 1, '468': 1, '1684': 1, '105': 1, '249': 1, '1805': 1, '1409': 1, '1408': 1, '1725': 1, '1801': 1}"
3057,{'2725': 1}
3491,"{'2001': 1, '3397': 1, '1780': 1, '2371': 1, '1270': 1, '1513': 1, '695': 1, '541': 1, '1148': 1, '1136': 1, '2565': 1, '104': 1, '368': 1, '2002': 1, '3685': 1, '318': 1, '3688': 1, '1967': 1}"
1695,"{'908': 1, '2176': 1, '1185': 1, '2130': 1, '371': 1, '296': 1, '3160': 1, '123': 1, '994': 1, '6': 1, '2596': 1, '2541': 1, '616': 1, '506': 1, '529': 1, '1801': 1}"
718,"{'2232': 1, '1175': 1, '1372': 1, '3175': 1, '2140': 1, '3039': 1, '368': 1, '2311': 1, '1276': 1, '2288': 1, '2858': 1, '97': 1, '3846': 1, '2428': 1}"
3898,"{'110': 1, '3826': 1, '750': 1, '2028': 1, '3752': 1, '1284': 1, '3744': 1, '2858': 1}"
1445,"{'19': 1, '2571': 1, '1272': 1, '1391': 1, '2404': 1, '2799': 1, '267': 1, '2413': 1, '1136': 1, '2335': 1, '445': 1, '688': 1, '1453': 1, '2431': 1, '1839': 1, '3753': 1, '3669': 1, '829': 1}"
3895,"{'745': 1, '3897': 1, '2273': 1, '2168': 1, '3889': 1}"
2808,"{'809': 1, '2450': 1, '1382': 1, '172': 1, '1282': 2, '3262': 1, '2194': 1, '196': 1, '692': 1, '990': 1, '2404': 1, '2701': 2, '1876': 1, '2668': 2, '694': 1, '3316': 1, '1831': 1, '2126': 1, '3578': 1, '1037': 1, '599': 2, '435': 2, '611': 1, '479': 1, '1254': 1, '315': 1, '459': 1, '3697': 3, '836': 1, '2706': 1, '1779': 1, '3790': 1, '15': 1, '1197': 1, '160': 2, '1591': 1, '1194': 1, '1590': 1, '1391': 1, '3173': 1, '1': 1, '442': 1, '2411': 1, '204': 1, '327': 2, '1608': 1, '329': 1, '1405': 1}"
2915,"{'908': 1, '3760': 3, '1220': 13, '2791': 11, '3088': 1, '1580': 1, '592': 1, '110': 1, '474': 1, '111': 1, '3512': 2, '2423': 1, '2302': 2, '356': 1, '2301': 2, '357': 2, '1333': 1, '1210': 3, '2420': 1, '3873': 2, '3753': 1, '3635': 1, '11': 1, '919': 1, '1231': 1, '3098': 2, '1': 2, '3526': 1, '1347': 1, '3524': 1, '2313': 1, '246': 1, '2797': 18, '1466': 1, '367': 1, '2795': 9, '1101': 1, '7': 1, '3763': 1, '3408': 1, '21': 1, '1240': 1, '497': 1, '2324': 2, '1235': 2, '2202': 1, '1476': 1, '1234': 4, '2321': 1, '933': 1, '3654': 1, '36': 1, '2100': 1, '1374': 1, '3552': 5, '2463': 2, '141': 1, '1921': 1, '1127': 1, '1125': 2, '1246': 4, '3424': 2, '2455': 1, '1124': 1, '3543': 1, '1485': 1, '705': 1, '1923': 5, '3308': 1, '3682': 1, '3200': 1, '2231': 1, '2352': 3, '2470': 1, '151': 2, '1259': 1, '1258': 3, '1257': 2, '953': 1, '1254': 1, '837': 1, '52': 1, '2001': 3, '2243': 3, '1395': 1, '3210': 7, '2000': 7, '1394': 2, '1270': 3, '3448': 2, '1269': 2, '2115': 1, '1265': 1, '2596': 1, '3685': 2, '2919': 2, '2918': 19, '2917': 2, '1704': 1, '1285': 2, '2011': 1, '1162': 1, '2248': 5, '1036': 2, '852': 2, '1278': 1, '1035': 1, '3576': 1, '3213': 1, '2003': 1, '2245': 1, '733': 1, '2926': 2, '1958': 2, '1836': 1, '1297': 3, '2144': 3, '1295': 1, '1294': 1, '2020': 3, '1293': 2, '3591': 3, '1965': 1, '3108': 1, '1289': 1, '3104': 3, '628': 1, '2937': 1, '1727': 1, '1968': 5, '3244': 1, '1186': 1, '2395': 1, '3361': 6, '2150': 3, '1732': 1, '2028': 1, '994': 1, '511': 1, '2268': 1, '1298': 1, '2145': 2, '1617': 2, '2706': 2, '519': 1, '2826': 1, '3253': 4, '2161': 2, '2040': 1, '1982': 1, '3809': 1, '2716': 2, '1080': 1, '2174': 1, '2291': 1, '1081': 2, '3019': 1, '1875': 1, '1994': 4, '2289': 1, '1079': 5, '898': 2, '2288': 1, '1517': 2, '2968': 2, '1090': 1, '3035': 1, '3397': 1, '3396': 1, '1097': 1, '2065': 1, '2064': 3, '541': 1, '1885': 1, '2973': 1, '2852': 2, '1883': 2, '3147': 1, '307': 1, '2739': 2, '3700': 1, '2737': 1, '2858': 1, '2078': 2, '2991': 1, '2746': 1, '3836': 2, '2866': 1, '551': 3, '2987': 3, '1414': 1, '2501': 1, '3039': 7, '555': 1, '2628': 1, '2626': 1, '2747': 3, '3296': 1, '3053': 1, '3052': 2, '440': 3, '2997': 1, '1302': 3, '1663': 11, '1542': 1, '3608': 1, '2518': 1, '1307': 6, '1674': 1, '1672': 1, '2409': 1, '2407': 1, '2406': 1, '3198': 1, '3072': 7, '3505': 1, '2779': 1, '2657': 1, '3501': 1, '588': 1, '1321': 2, '1200': 1, '3740': 1, '3868': 1}"
581,"{'908': 1, '1183': 1, '3281': 1, '3083': 1, '593': 1, '110': 1, '3435': 1, '954': 1, '911': 1, '318': 2, '714': 1, '759': 1, '3677': 2, '1617': 1, '2706': 1, '919': 2, '1197': 1, '162': 2, '1193': 1, '1192': 2, '363': 3, '1865': 1, '1': 1, '1148': 2, '1225': 1, '443': 1, '3007': 1, '3006': 1, '1466': 1, '246': 5, '1147': 1, '720': 1, '247': 2, '1144': 1, '1907': 1, '206': 2, '923': 1, '527': 1, '1827': 2, '926': 1, '1748': 1, '2132': 1, '2692': 1, '1041': 1, '296': 1, '3182': 2, '2291': 1, '1678': 1, '3019': 1, '971': 1, '1797': 1, '2885': 1, '137': 1, '1199': 1, '2442': 1, '337': 1, '1111': 2, '858': 1, '1957': 1, '1912': 1, '2329': 1, '3077': 1, '2064': 2, '1094': 1, '265': 1, '3547': 1, '1169': 1, '588': 1, '1289': 3, '2499': 1, '1684': 1, '866': 1, '2937': 1, '1649': 1}"
2402,"{'3441': 8, '2470': 1, '2194': 1, '110': 1, '2106': 1, '2985': 1, '1379': 1, '157': 1, '1377': 1, '2421': 2, '798': 1, '2146': 1, '3113': 1, '836': 1, '3519': 1, '2749': 1, '2628': 1, '1792': 1, '1197': 1, '3452': 1, '161': 1, '2118': 1, '3805': 1, '1346': 1, '2237': 1, '168': 1, '1544': 1, '1983': 1, '2476': 3, '2399': 1, '1100': 1, '2475': 1, '969': 1, '2639': 1, '1680': 1, '1283': 1, '2404': 9, '1479': 1, '1752': 1, '2126': 1, '2642': 1, '3257': 1, '1918': 1, '1917': 1, '3698': 1, '858': 1, '2409': 2, '2968': 1, '32': 1, '3431': 2, '1373': 1, '3274': 1, '3109': 1, '1920': 1, '2535': 1, '1247': 1, '1445': 1, '3623': 1, '1961': 1, '466': 2, '1488': 1, '423': 1, '2411': 3, '2410': 6, '1288': 1, '2815': 6, '3508': 1, '1604': 1}"
2495,"{'908': 1, '671': 1, '2105': 2, '1653': 1, '2346': 1, '2664': 1, '1376': 1, '1210': 1, '2662': 1, '3676': 1, '2901': 1, '3134': 1, '1230': 1, '680': 1, '442': 1, '2117': 1, '2116': 1, '1544': 1, '1025': 1, '1223': 1, '2311': 2, '1783': 1, '1584': 3, '608': 1, '2131': 1, '1284': 1, '2526': 1, '2009': 1, '3338': 1, '2640': 1, '616': 1, '2924': 1, '2528': 1, '3812': 1, '2802': 1, '3035': 1, '1374': 1, '1252': 1, '260': 1, '3704': 1, '1205': 1, '1127': 1, '3503': 1, '2810': 2, '2699': 1, '2137': 2, '2533': 2, '3148': 1, '3745': 1, '1527': 1}"
2644,"{'1066': 1, '1340': 9, '2550': 1, '150': 1, '471': 1, '594': 1, '2867': 1, '2987': 1, '1334': 2, '2664': 4, '1256': 2, '599': 1, '1333': 7, '3114': 1, '3476': 3, '2541': 1, '955': 1, '912': 1, '3676': 3, '1934': 1, '1219': 1, '3695': 1, '1275': 1, '1230': 1, '3210': 1, '1394': 1, '1270': 1, '2160': 2, '440': 1, '1228': 1, '2118': 1, '1347': 1, '1148': 1, '366': 1, '2633': 1, '1345': 2, '841': 1, '1300': 1, '1982': 3, '1387': 2, '2553': 1, '1266': 1, '922': 1, '2917': 1, '527': 1, '802': 1, '2718': 1, '968': 1, '969': 1, '2716': 2, '1240': 1, '3462': 1, '293': 1, '1084': 1, '2646': 1, '2645': 3, '3018': 1, '1994': 1, '1355': 1, '1036': 1, '2366': 1, '3499': 5, '3576': 1, '1199': 1, '778': 1, '976': 1, '2648': 25, '3035': 1, '1099': 1, '260': 1, '1962': 5, '2654': 3, '1245': 1, '3104': 1, '2455': 1, '1321': 3, '944': 1, '2739': 1, '1407': 1, '2858': 1, '3627': 1}"
3179,"{'3082': 1, '908': 1, '3285': 1, '150': 2, '2071': 1, '3160': 1, '3083': 1, '2702': 1, '3516': 1, '2943': 1, '2744': 1, '3117': 1, '356': 1, '2861': 1, '318': 1, '2707': 1, '3755': 1, '2706': 8, '838': 1, '1814': 1, '16': 1, '2683': 5, '3178': 1, '3298': 4, '3174': 1, '1624': 1, '2437': 1, '2997': 12, '2875': 1, '3005': 2, '2355': 1, '1266': 1, '3289': 1, '329': 1, '2959': 1, '3725': 1, '2770': 1, '2572': 2, '3186': 1, '175': 1, '3538': 1, '2689': 1, '1358': 1, '531': 1, '2324': 1, '3534': 1, '1279': 1, '2762': 1, '535': 1, '1916': 1, '1914': 1, '3793': 1, '3155': 1, '3078': 1, '2340': 1, '141': 1, '1721': 1, '662': 1, '2699': 1, '3148': 1, '3301': 1, '3421': 1, '509': 1}"
3241,"{'908': 1, '2671': 1, '3481': 1, '670': 1, '3537': 1, '3536': 1, '1699': 1, '3718': 1, '2028': 1, '3578': 1, '1213': 1, '2686': 1, '412': 1, '3510': 1, '3554': 1, '1199': 1, '3831': 2, '3539': 1, '3192': 1, '1394': 1, '3624': 1, '246': 1, '527': 1, '3823': 1, '3746': 1, '3747': 1}"
3786,"{'3081': 1, '2792': 1, '2791': 1, '1580': 2, '592': 1, '1734': 1, '3515': 1, '3513': 3, '3512': 1, '3556': 1, '3357': 1, '3598': 1, '3355': 1, '2541': 2, '3754': 1, '3831': 1, '2626': 1, '3893': 1, '1198': 1, '3175': 1, '2513': 1, '2997': 1, '2678': 1, '3927': 1, '3203': 1, '648': 1, '2518': 1, '1086': 1, '2291': 1, '891': 1, '3814': 1, '771': 1, '3535': 1, '3016': 1, '1673': 1, '3852': 1, '3897': 1, '3930': 1, '3932': 1, '1956': 1, '3794': 1, '1252': 1, '3033': 1, '1250': 1, '1291': 1, '1249': 2, '266': 1, '223': 1, '589': 1, '424': 1, '3743': 1, '2858': 1}"
1425,"{'3481': 1, '471': 1, '3040': 1, '2746': 1, '1018': 1, '2502': 1, '1215': 1, '2469': 1, '1731': 1, '2423': 1, '2302': 1, '356': 1, '1136': 1, '357': 1, '1453': 1, '2541': 1, '799': 1, '833': 1, '2706': 1, '2826': 1, '1614': 1, '2109': 1, '1396': 1, '3210': 1, '3176': 1, '3252': 1, '3450': 1, '3052': 1, '440': 1, '2359': 1, '322': 1, '1586': 1, '3049': 1, '3809': 1, '1307': 1, '2694': 1, '2496': 1, '2770': 1, '252': 1, '2889': 1, '3614': 1, '893': 1, '1875': 1, '2447': 1, '3536': 1, '2247': 1, '1079': 1, '735': 1, '539': 1, '1051': 1, '3591': 1, '585': 1, '1566': 1, '1125': 1, '3501': 1, '224': 1, '785': 1, '1641': 1, '1485': 2, '904': 1, '1923': 1}"
334,"{'3683': 1, '2276': 2, '1260': 1, '1060': 1, '593': 1, '110': 1, '155': 1, '199': 1, '475': 1, '1214': 1, '1213': 1, '994': 1, '1411': 1, '2268': 1, '555': 1, '1210': 1, '2908': 1, '515': 1, '3952': 1, '916': 1, '1594': 1, '3253': 1, '3010': 1, '2951': 1, '367': 1, '766': 1, '3201': 1, '920': 1, '922': 1, '527': 1, '2916': 1, '608': 1, '3801': 1, '928': 1, '21': 1, '25': 1, '28': 1, '1680': 1, '1084': 1, '1953': 1, '1237': 1, '2247': 1, '2488': 1, '2289': 1, '535': 1, '899': 1, '778': 1, '417': 1, '1639': 1, '3733': 1, '1759': 1, '30': 1, '2925': 1, '1957': 1, '2329': 1, '36': 3, '2020': 1, '3424': 1, '1202': 1, '2775': 1, '3148': 1, '1245': 1, '308': 1, '628': 1, '1209': 1, '1966': 1}"
169,"{'2424': 1, '2643': 1, '577': 1, '3510': 1, '2252': 1, '1460': 1, '704': 1, '1271': 1}"
205,"{'3060': 1, '69': 1, '26': 1, '2295': 1, '1580': 1, '3261': 1, '1060': 1, '2390': 1, '1711': 1, '232': 1, '497': 1, '410': 1, '312': 1, '3499': 1, '2808': 1, '417': 1, '759': 1, '1958': 1, '39': 1, '2144': 1, '2100': 1, '3156': 1, '1693': 1, '3175': 1, '3450': 1, '3250': 1, '1569': 1, '364': 1, '3206': 1, '1643': 1, '685': 1, '500': 1, '1784': 1, '1464': 1, '2134': 1, '801': 1, '506': 1, '209': 1, '803': 1, '42': 1, '1923': 1, '1307': 1, '1747': 1, '2759': 1, '2318': 1}"
3299,"{'2111': 1, '1132': 1, '2165': 1, '1361': 1, '260': 1, '253': 1, '275': 1, '595': 1, '1213': 1, '3324': 1, '2763': 1, '2399': 1, '1299': 1, '2908': 1, '1649': 1}"
747,"{'374': 1, '2552': 1, '656': 1, '867': 1, '637': 1, '2628': 1, '153': 1}"
1043,"{'48': 1, '2154': 1, '2491': 1, '550': 1, '1811': 1, '1997': 1, '1457': 1, '2942': 1, '2546': 1, '3534': 1, '1453': 1, '1057': 1, '3113': 1, '318': 1, '914': 1, '3155': 1, '380': 1, '2976': 1, '3': 1, '168': 1, '1522': 1, '202': 1, '1620': 1, '324': 1, '205': 1, '724': 1, '2917': 1, '2839': 1, '1549': 1}"
2789,"{'3662': 1, '3024': 1, '273': 2, '2900': 1, '253': 1, '2328': 1, '2867': 1, '1997': 1, '2107': 1, '1755': 1, '1974': 1, '2424': 1, '2148': 1, '2367': 1, '611': 1, '1254': 1, '459': 1, '70': 1, '3732': 1, '858': 1, '2409': 1, '3519': 1, '1219': 1, '1438': 1, '1339': 1, '1253': 1, '3430': 1, '3550': 1, '3032': 1, '3273': 1, '2040': 1, '1206': 2, '1327': 1, '1049': 1, '1346': 2, '2456': 1, '1222': 1, '1342': 1, '1807': 1, '922': 1, '407': 1, '2517': 1}"
577,"{'2091': 1, '2089': 1, '1021': 1, '2470': 1, '2094': 1, '153': 1, '2': 1, '783': 1, '168': 1, '3599': 1, '303': 1, '986': 1, '3421': 1, '914': 1, '85': 1, '1702': 1}"
1880,"{'2921': 1, '1721': 1, '377': 1, '25': 1, '2188': 1, '2562': 1, '527': 1, '2729': 1, '3657': 1}"
2129,"{'1954': 1, '99': 1, '3741': 1, '2599': 1, '183': 1}"
3875,"{'2367': 1, '1201': 1, '2550': 1}"
2477,"{'1': 1, '858': 1, '1995': 1}"
3848,"{'1545': 1, '1660': 1, '290': 1, '170': 1, '3063': 1, '1407': 1, '3713': 1, '340': 1}"
544,"{'2881': 1, '3441': 1, '2990': 1, '1580': 1, '2273': 1, '1590': 1, '370': 1, '230': 1, '2405': 1, '694': 1, '1259': 1, '2722': 1, '1004': 1, '3555': 1, '3114': 1, '546': 1, '648': 1, '3764': 1, '1616': 1, '42': 1, '20': 1}"
3553,"{'3916': 3, '3565': 2, '3882': 1, '1197': 1, '3594': 1, '3744': 1, '3409': 1}"
1987,"{'1644': 1, '2028': 1, '1995': 1, '2796': 1, '2122': 1, '1330': 1, '1407': 1, '608': 1, '1977': 1, '3923': 1}"
1104,"{'908': 2, '593': 5, '110': 1, '1217': 1, '111': 3, '356': 1, '1212': 4, '1333': 1, '2300': 2, '358': 1, '1210': 1, '3751': 1, '912': 3, '913': 2, '1219': 4, '3093': 1, '919': 1, '17': 1, '1230': 2, '3095': 1, '1228': 2, '1348': 2, '1225': 3, '125': 1, '1103': 1, '1223': 1, '920': 2, '1221': 4, '800': 1, '922': 1, '923': 3, '926': 2, '806': 1, '3528': 1, '1242': 2, '2571': 1, '375': 1, '1237': 1, '2324': 1, '1235': 1, '2565': 1, '930': 1, '1233': 1, '933': 1, '34': 1, '36': 3, '1253': 1, '1131': 1, '1252': 2, '1250': 4, '260': 1, '3548': 1, '1249': 2, '1248': 1, '1247': 3, '3545': 1, '3424': 1, '1244': 1, '3543': 2, '2575': 1, '2212': 1, '1927': 2, '3683': 1, '1022': 1, '1263': 1, '2594': 1, '1262': 1, '2351': 2, '2348': 1, '1258': 1, '1257': 1, '1136': 2, '1256': 1, '1254': 1, '954': 2, '1939': 3, '50': 2, '839': 1, '1272': 1, '1150': 1, '1942': 1, '1941': 2, '1148': 1, '1147': 1, '2357': 1, '720': 1, '1387': 1, '1947': 1, '1946': 1, '1704': 1, '608': 7, '1945': 9, '1944': 4, '2132': 4, '3341': 1, '1284': 1, '3462': 1, '1041': 1, '2130': 1, '1280': 1, '296': 6, '1953': 1, '1952': 2, '1950': 2, '1276': 2, '858': 1, '73': 1, '2804': 2, '1956': 1, '3475': 1, '1294': 3, '1293': 1, '1291': 1, '2019': 2, '3468': 1, '3467': 1, '1287': 4, '2938': 1, '2396': 1, '1185': 1, '3362': 2, '3360': 1, '2391': 1, '198': 1, '750': 3, '3359': 3, '2940': 1, '1178': 5, '1299': 1, '3114': 2, '515': 1, '2947': 1, '1198': 2, '3134': 1, '1196': 2, '1193': 7, '3371': 1, '2280': 1, '1188': 3, '527': 2, '2716': 1, '3801': 1, '1084': 3, '2289': 1, '899': 2, '2728': 1, '2969': 1, '2847': 2, '2067': 1, '1097': 1, '2186': 6, '1094': 1, '3827': 1, '541': 3, '2852': 1, '2731': 3, '306': 1, '307': 1, '2858': 3, '3163': 1, '2863': 1, '2069': 1, '318': 3, '2880': 1, '3171': 1, '1547': 1, '1304': 1, '2997': 1, '1303': 1, '1300': 3, '446': 3, '2871': 2, '448': 1, '3060': 1, '3067': 1, '334': 1, '1674': 1, '2762': 2, '3730': 2, '3733': 1, '3736': 1, '2648': 2, '1572': 1, '3196': 8, '3194': 1, '1206': 1, '3504': 4, '1204': 1, '1203': 4, '3742': 1, '903': 4, '1209': 1, '904': 1, '905': 1, '1207': 5}"
1956,"{'908': 1, '1220': 1, '2791': 3, '593': 2, '1213': 2, '1211': 1, '1210': 1, '2420': 1, '912': 2, '1219': 1, '1231': 7, '1594': 3, '3097': 1, '1228': 2, '1227': 2, '1225': 9, '1103': 2, '2797': 1, '1224': 2, '1344': 1, '6': 1, '2795': 1, '1222': 4, '1221': 4, '1584': 1, '922': 1, '923': 1, '3765': 1, '21': 1, '25': 5, '3783': 2, '1242': 2, '1120': 1, '1240': 2, '252': 1, '1236': 1, '2324': 2, '1234': 2, '3412': 1, '1912': 1, '32': 1, '34': 1, '36': 2, '2100': 1, '1252': 1, '1250': 2, '2580': 1, '260': 1, '3307': 1, '2336': 2, '1247': 2, '1246': 1, '3424': 1, '1245': 1, '40': 1, '3788': 1, '41': 1, '3668': 1, '949': 1, '2352': 3, '1263': 3, '1259': 2, '1258': 1, '1257': 1, '953': 2, '50': 1, '837': 1, '58': 1, '2243': 3, '1275': 1, '2000': 2, '1395': 1, '2240': 2, '1387': 1, '2919': 5, '2918': 3, '1707': 1, '2917': 3, '2915': 1, '1945': 1, '3101': 1, '1285': 1, '2371': 1, '293': 1, '1952': 1, '2248': 4, '2366': 1, '858': 1, '2926': 1, '1957': 6, '1836': 1, '1054': 1, '1296': 1, '1295': 1, '2020': 3, '1294': 1, '1172': 1, '1293': 2, '1292': 1, '1291': 1, '1290': 1, '1965': 2, '1964': 1, '3469': 1, '1962': 9, '1961': 11, '1960': 9, '2136': 1, '1288': 1, '3586': 2, '80': 1, '1968': 4, '508': 1, '509': 1, '1966': 1, '1187': 1, '3244': 1, '1186': 1, '1185': 1, '1183': 1, '3481': 1, '3360': 1, '2944': 1, '750': 1, '1299': 4, '1298': 1, '515': 2, '1197': 1, '1196': 1, '3132': 1, '2282': 1, '2160': 1, '2712': 1, '3006': 1, '3246': 1, '527': 1, '529': 1, '2716': 1, '1997': 1, '3019': 1, '1994': 2, '1079': 1, '3498': 1, '2728': 1, '3811': 1, '2968': 1, '1090': 3, '2067': 1, '1097': 5, '2065': 2, '2064': 1, '1094': 2, '3150': 1, '541': 2, '3029': 1, '1884': 1, '2973': 1, '1641': 1, '2971': 1, '2194': 2, '2985': 1, '3039': 1, '2863': 1, '2069': 1, '2068': 1, '318': 1, '2628': 1, '1537': 1, '2080': 1, '3175': 1, '1302': 2, '1300': 2, '3169': 1, '3608': 1, '3725': 1, '1682': 1, '3068': 2, '1674': 3, '1673': 1, '3730': 1, '2529': 1, '3735': 1, '2407': 1, '3071': 1, '3070': 1, '3871': 1, '3198': 1, '1206': 1, '3505': 1, '223': 1, '1203': 1, '1201': 1, '1200': 2, '105': 1, '3740': 1, '1208': 2, '905': 1, '1449': 1, '1207': 1}"
2249,"{'2470': 1, '2072': 1, '2306': 1, '352': 1, '110': 1, '1854': 1, '552': 1, '2424': 1, '2622': 1, '234': 1, '1378': 1, '2423': 1, '830': 2, '435': 1, '1614': 1, '719': 1, '2683': 5, '2485': 1, '3252': 1, '3052': 1, '165': 1, '1866': 1, '1821': 1, '520': 1, '3524': 1, '2478': 1, '3247': 1, '2356': 1, '2598': 1, '2796': 1, '2597': 1, '1463': 1, '2354': 1, '2717': 1, '3846': 1, '2694': 1, '2375': 1, '2496': 1, '3264': 1, '292': 1, '2052': 1, '370': 1, '450': 1, '1876': 1, '333': 1, '1356': 1, '697': 1, '413': 1, '1431': 1, '1918': 1, '1911': 1, '1713': 1, '818': 1, '1252': 1, '380': 1, '141': 1, '1569': 2, '1646': 1, '2735': 1, '2416': 1, '266': 1, '3425': 1, '2699': 1, '784': 1, '543': 1, '2059': 1, '2378': 1, '468': 1, '3146': 1, '107': 1, '1409': 1}"
2718,"{'2396': 1, '2791': 1, '1580': 1, '230': 1, '3083': 1, '1699': 1, '233': 2, '2424': 1, '597': 1, '356': 1, '2300': 1, '358': 1, '3510': 1, '2541': 1, '1210': 1, '913': 1, '1617': 1, '2428': 1, '11': 1, '15': 1, '3255': 1, '3253': 2, '3252': 1, '1193': 1, '122': 1, '2712': 3, '1223': 1, '2794': 1, '7': 1, '2719': 1, '802': 1, '2959': 1, '805': 1, '1627': 1, '3409': 1, '3408': 4, '21': 1, '3802': 1, '2690': 1, '3261': 1, '2291': 1, '377': 1, '1476': 1, '2443': 1, '1517': 1, '2605': 2, '39': 1, '380': 1, '2580': 4, '1093': 6, '543': 1, '785': 2, '3148': 1, '1641': 1, '2575': 3, '2333': 1, '1243': 1, '2870': 1, '272': 1, '2108': 1, '1777': 2, '552': 1, '2587': 1, '318': 1, '52': 1, '3450': 1, '3175': 1, '1270': 1, '3327': 1, '2359': 1, '1269': 1, '2478': 1, '2599': 14, '1784': 2, '1782': 1, '63': 1, '608': 1, '2759': 2, '2912': 1, '2646': 1, '2885': 1, '218': 1, '2805': 1, '2803': 1, '1955': 1, '2144': 1, '180': 1, '2020': 1, '461': 1, '1569': 1, '1721': 1, '222': 1, '1962': 1, '587': 1, '500': 1, '2015': 1, '2772': 1, '901': 1, '627': 1, '509': 1, '2539': 1}"
